DisCo,s_n,band,feeder_description,min_supply_hours,order_effective_date,source_report,verification_note
Ikeja,306,C,"11-OKE IRAINJ-T1-NOB OLUWA IKEJA LSDPC ESTATE PHAZE 2,NOB OLUWA LANE, OGBA,SHONOLA STREET, AGUDA OGBA,OYATOGUN STREET AGUDA, OGBA,OYEDIRAN STREET, OKEIRA OGBA",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,307,C,"11-OKE IRAINJ-T2-ABIODUN JAGUN IKEJA KADIRI STREET OFF AJAYI ROAD OGBA,AJAYI ROAD OFF IJAYE ROAD OGBA,IREBAWA STREET OGBA,OSENI CLOSE OFF AJAYI ROAD, OKE IRA, OGBA,BAYEWO STREET OGBA",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,308,C,"11-OKE IRAINJ-T2-THOMAS SALAKO IKEJA ADEPITAN STREET OFF HARUNA ROAD OFF COLLEGE ROAD OGBA,ORIMOLADE STREET OFF COLLEGE ROAD OGBA,HARUNA ROAD OFF COLLEGE ROAD OGBA,BISHOP HUGHES STREET OFF COLLEGE ROAD OGBA,AGANGA WILLIAMS STREET OFF HARUNA STREET OFF COLLEGE ROAD",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,309,C,"11-OPE ILUINJ-T1-ABORO ABULE EGBA PASTOR AINA, OLAOLUWA, BOLAJI SHONDE",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,310,C,"11-OPE ILUINJ-T1-ADIYAN ABULE EGBA PETER RD, OLUASO, OLAOGUN, OLUWO",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,311,C,"11-OWOROINJ-T1-BARIGA SHOMOLU LANRE AWOLOKUN, JAGUNMOLU ROAD, OGO OLUWA, OSOSA STREET",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,312,C,"11-OWOROINJ-T2-PEDRO SHOMOLU PEDRO ROAD, JOHNSON STREET, IJIAGBEMI STREET, POPOOLA STREET",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,313,C,"11-OWUTUINJ-T1-ORI OKUTA IKORODU EFUNLAROJA STREET ,GBENGA ONAYIGA STREET,FAGBENRO STREET, ORI OKUTA STREET",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,314,C,"11-OWUTUINJ-T2-ASOLO IKORODU JUBRIL SHITTU, OTUKOYA, OTITOLOJU, OKIKI",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,315,C,"11-SABOINJ-T1-AYANGBUREN IKORODU AYANGBUREN ROAD, SOLOMADE ESTATE, ORIWU ROAD, AGBELE",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,316,C,"11-SABOINJ-T1-LASUNWON IKORODU EFUNBADE, OLORUNSOGO, SHAGAMU ROAD, FAITH AVENUE, LOW COST ESTATE, AKASOLORI",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,317,C,"11-SABOINJ-T1-MARY HILL IKORODU ODUGUWA AREA, OKERIYA, IGBO OLUWO ESTATE",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,318,C,"11-SHASHAINJ-T1-FOURSQUARE AKOWONJO AROBABA, PAIKO-IDIMU ROAD, AKINWUNMI KOSEMANI, IDIMU TITUN, ARABA, WAIDI-EWENLA STREETS",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,319,C,"11-SHASHAINJ-T1-NAF AKOWONJO NIGERIA AIRFORCE BASE, SHASHA",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,320,C,"11-SHASHAINJ-T1-ORISUNBARE AKOWONJO FOURSQUARE AVENUE, EDWARD-MIGAN STREET, SHOLA ADEMODI, YINKA ODE, ORISUNBARE-EJIGBO ROAD",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,321,C,"11-WASIMIINJ-T1-AGILITI SHOMOLU MAIDAN ORILE, MARTINS STREET, OMOBANTA STREET, MAGODO ROAD",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,322,C,"11-YIDIINJ-T1-OSOBA ABULE EGBA ENILOLOBO, ALAYAKI, OLUASO, MURIABIOLA",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,323,C,"11-YUSUFINJ-T1-YUSUF ABULE EGBA YUSUF RD, YUSUF ESTATE, ABATAN, OKEDUMOLA",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,324,C,"11-YUSUFINJ-T2-AGBEFA AKOWONJO IBARI ROAD,OLD OTA ROAD,OLORUNTEDO,ADEOLUWA,TEMIDIRE ROAD,MOSHALASI ,KOLA B/STOP ABEOKUTA EXPRESS",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,325,C,"11-YUSUFINJ-T2-AKERA ABULE EGBA TEBUNFAGBEMI, JOLAOSHO,ODUOLA SHITU",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,326,C,"33-EgbinTCN-OKE ELETU IKORODU Agura, Palm Avenue, Oke Eletu, Millenium housing estate Ijede, Gbopa road, Oke Oyinbo, palace road, Mowonla, Gberigbe, Igbo Okuta, Oke Agbo, Igbalu, Okolisa",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,327,C,"33-ODOGUNYANTCN-FAKALE JUNEA IKORODU ADAMO, ALEKE, FAKALE, OKE ONIBURUKUTU, ODOKEKERE, FADEGBUWA, AKAUN, ITAPARA, IGODE,EYINOGBE, LAIDI,OKEGBODO,IPINYEWA,IDAFA,ILUOLOYE,MOPELIFA,EMUREN,LAIYODE",12,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,328,D,"11-ABESANINJ-T1-ABORU AKOWONJO PIPELINE LINE AKINOLA JUNCTION, GIWA ROAD, HERITAGE ESTATE ABORU, EVERGREEN ESTATE ABORU, BLESSING AVENU ABORU, BAMGBOPA AREA ABORU, EDUN STREET ABORU",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,329,D,"11-AGEGEINJ-T2-ORILE AGEGE AKOWONJO ORILE ROAD, OLD OTTA ROAD, ILEPO, SALAU STREET, AIGE STREET, OWOLEWA STREET, POWERLINE OFF AJIBOYE STREET,OLURINDE STREET",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,330,D,"11-ALASIAINJ-T1-ALASIA OSHODI BELLO OWOSHO STREET OFF AGEGE MOTOR ROAD,ARAROMI STREET SHOGUNLE, SIMBI STREET SHOGUNLE, AGEGE MOTOR ROAD SHOGUNLE, AJISEGIRI STREET OSHODI, FABUKADE STREET OSHODI, ADEWUNMI OGUNEFON STREET, OSHODI, OYETAYO STREET, IKEJA GRAMMAR SCHOOL, OSHODI, OYEGUNWA STREET OSHODI",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,331,D,"11-ALASIAINJ-T1-COUNCIL OSHODI SADIKU STREET OFF AFARI OGUN, ADUKE THOMAS STREET, OFF AFARI OGUN, AFARI OGUN OSHODI, OSHO STREET OSHODI, EYINOGUN STREET, FOLORUNSHO STREET OSHODI",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,332,D,"11-ALASIAINJ-T1-OWOSENI OSHODI AKINSOJI STREET, AROWOJOBE STREET, OLATUNJI CLOSE OSHODI, OROBIYI STREET, OSENI EWU STREET, OGUNKOYA STREET, EDUN STREET, ADEKUNLE STREET OSHODI, MABAYOJE STREET, ENIYANLONBINU STREET OSHODI, OWOSENI STREET, ALIMI OKE STREET, CHURCH STREET, ADEYEMI STREET",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,333,D,"11-AMIKANLEINJ-T1-AIYETOBI AKOWONJO IKOLA ROAD, SURULERE, AIYETOBI ROAD, ALHAJI BELLOW, OKE ABIYE AREA, AMIKANLE ROAD, KADRIL ADEBAMBO, ALHAJI AMMEED, PALACE ROAD",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,334,D,"11-AMUWOINJ-T1-IJESHA EXPRESS OSHODI BLK, 30, 512,47,474, 14, 30, 20,35, MILLIOUM ESTATE",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,335,D,"11-AMUWOINJ-T1-OLD OJO ROAD OSHODI BLK, 373,323,266,197, 100,1,115,118,216, SEWAGE",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,336,D,11-BOLORUNPELUINJ-T1-ABARANJE OSHODI ABARANJE ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,337,D,"11-EKOROINJ-T2-AGBELE AKOWONJO MEIRAN ROAD, CHURCH ROAD AGBELE, AGBELE TOWN, TEMIDAYO STREET",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,338,D,"11-EKOROINJ-T2-OKE ODO AKOWONJO ILE EPO, OLD OTA ROAD, ANIRAT STREET, OPE AGBE STREET, PLEASURE",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,339,D,11-IGANDOINJ-T1-EGAN OSHODI ISUTI ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,340,D,11-IGANDOINJ-T1-NEW IGANDO OSHODI LANRE ENVIRONMENT,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,341,D,11-IGANDOINJ-T1-OBADORE OSHODI AFOLABI ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,342,D,11-IGANDOINJ-T2-AGRIC ROAD OSHODI DOSU EKUNNRIN ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,343,D,11-IGANDOINJ-T2-AKESAN OSHODI OLD OBADORE ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,344,D,11-IGANDOINJ-T2-IKOTUN IGANDO OSHODI PALACE WAY,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,345,D,"11-IGBOGBOINJ-T1-BAYEKU IKORODU FASHOLA ESTATE, SURULERE, ILADO, MACAULEY, SOJI DAVID, UNITY, ITELE ODULOYE, BAYEKU, AIYETORO",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,346,D,"11-IGBOGBOINJ-T1-OFIN IKORODU ORETA, OFIN, WAGBARE, LAJO ROAD, OTUGBUWA, ETUJI, ABULE PAN, OKUNUGA, OFIN ILE, NEPA QUARTERS",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,347,D,"11-IGBOGBOINJ-T2-AGBELE IKORODU ZUMURATU, OGUNLEWE, OREYO, WURAOLA, SELEWU, SOGA DEBO",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,348,D,"11-IGBOGBOINJ-T2-AGUNFOYE IKORODU AGUNFOYE, MOREKETE, GEGENLA, LANTON ONANUSI, EMMANUELLA, IRE AKINDANA, IFESOWAPO",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,349,D,"11-IGBOGBOINJ-T2-ODOFIN IKORODU ODOFIN, JEBUTU, BASHORUN, AGBELE AREA, OREYO, OKEKE AREA, ODO OYA, OLUMO",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,350,D,11-IJEGUNINJ-T1-IKOTUN OSHODI IKOTUN-IJEGUN ROAD,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,351,D,"11-IJEGUNINJ-T1-OKERUBE OSHODI COMMUNITY ROAD, IJEGUN",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,352,D,11-IJEGUNINJ-T2-IJEGUN OSHODI IJEGUN AND IJAGEMO COMMUNITIES,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,353,D,11-IJEGUNINJ-T2-ISHERI OSHUN OSHODI ISHERI OSHUN AND FAGBILE AXIS,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,354,D,11-IJEGUNINJ-T2-PIPELINE OSHODI KUDEYIBU AND WHITESAND,8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,355,D,"11-MAFOLUKUINJ-T1-SAUBANA OSHODI OLUFUYI POPOOLA STREET, ANTHONY OBEY STREET, AYODELE STREET, OGUNDELE STREET, BABA YANJU STREET, OSUNYEMI STREET, ALUKO CLOSE, STEPHEN TOBA STREET, ALHAJI AZEEZ STREET, OLUWOLE STREET, IKALEJAIYE STREET, BESSAM ROAD, ASOLAND STREET",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,356,D,"11-ODOGUNYANINJ-T1-INDUSTRIAL IKORODU ODO-NLA ROAD, GRA, POBOYEJO",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,357,D,"11-ODOGUNYANINJ-T2-ITA OLUWO IKORODU ITA-OLUWO, LIBERTY, LADUGBA, OWUSI, AKEBIORO, LOGUNLOGUN, GLORIOUS LAND, OPELOYERU",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
Ikeja,358,D,"11-OKE AFAINJ-T1-EJIGBO OSHODI IYANA EJIGBO MARKET, FALANA",8,2025-07-01,"NERC ORDER/NERC/2025/064 - July 2025 Supplementary Order for Ikeja Electric, Appendix 5 - https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf","Verified: DisCo label matches source document title and feeder geography (Ikeja/Shomolu/Oshodi/Ikorodu/Akowonjo/Abule Egba areas, Lagos)."
